caldt,sprtrn
19901105,0.008786
19901106,-0.009441
19901107,-0.018003
19901108,0.005229
19901109,0.019928
19901112,0.018295
19901113,-0.005665
19901114,0.008594
19901115,-0.010549
19901116,0.000315
19901119,0.007001
19901120,-0.012620
19901121,0.002283
19901123,-0.002943
19901126,0.004475
19901127,0.005024
19901128,-0.000472
19901129,-0.004812
19901130,0.018330
19901203,0.005835
19901204,0.006942
19901205,0.010939
19901206,-0.002576
19901207,-0.004011
19901210,0.003478
19901211,-0.007449
19901212,0.011488
19901213,-0.002574
19901214,-0.007652
19901217,-0.002448
19901218,0.012361
19901219,0.000454
19901220,-0.000242
19901221,0.004938
19901224,-0.005576
19901226,0.002880
19901227,-0.007738
19901228,0.001310
19901231,0.004563
19910102,-0.011417
19910103,-0.013907
19910104,-0.002827
19910107,-0.017321
19910108,-0.001712
19910109,-0.010829
19910110,0.009760
19910111,0.002226
19910114,-0.008692
19910115,0.003968
19910116,0.007777
19910117,0.037322
19910118,0.012989
19910121,-0.003522
19910122,-0.008307
19910123,0.005787
19910124,0.013840
19910125,0.003853
19910128,-0.000119
19910129,-0.000565
19910130,0.015096
19910131,0.008859
19910201,-0.002559
19910204,0.015420
19910205,0.008383
19910206,0.019387
19910207,-0.004329
19910208,0.007938
19910211,0.025685
19910212,-0.008356
19910213,0.009631
19910214,-0.013007
19910215,0.013289
19910219,0.000894
19910220,-0.011505
19910221,-0.000466
19910222,0.001863
19910225,0.004403
19910226,-0.012117
19910227,0.013588
19910228,-0.001822
19910301,0.009263
19910304,-0.003077
19910305,0.020009
19910306,-0.001460
19910307,-0.000691
19910308,-0.002554
19910311,-0.005307
19910312,-0.007856
19910313,0.012269
19910314,-0.002857
19910315,0.000241
19910318,-0.003962
19910319,-0.014834
19910320,0.003628
19910321,-0.003642
19910322,0.002455
19910325,0.006395
19910326,0.017495
19910327,-0.002525
19910328,-0.000346
19910401,-0.010447
19910402,0.022085
19910403,-0.001476
19910404,0.002190
19910405,-0.011612
19910408,0.008792
19910409,-0.013469
19910410,-0.001098
19910411,0.012006
19910412,0.007335
19910415,0.002077
19910416,0.016868
19910417,0.007301
19910418,-0.005097
19910419,-0.010966
19910422,-0.008459
19910423,0.002126
19910424,0.002619
19910425,-0.009170
19910426,-0.000606
19910429,-0.014142
19910430,0.004523
19910501,0.013161
19910502,0.000605
19910503,0.000736
19910506,-0.001891
19910507,-0.007262
19910508,0.003154
19910509,0.012523
19910510,-0.019596
19910513,0.002715
19910514,-0.013643
19910515,-0.008207
19910516,0.009822
19910517,0.000537
19910520,-0.000295
19910521,0.008246
19910522,0.002238
19910523,-0.003243
19910524,0.006721
19910528,0.011788
19910529,0.002225
19910530,0.010894
19910531,0.007417
19910603,-0.004540
19910604,-0.000825
19910605,-0.006834
19910606,-0.003791
19910607,-0.010948
19910610,-0.002267
19910611,0.006551
19910612,-0.011547
19910613,0.002602
19910614,0.012340
19910617,-0.005650
19910618,-0.004051
19910619,-0.009245
19910620,0.000880
19910621,0.006206
19910624,-0.018028
19910625,-0.000782
19910626,0.002536
19910627,0.007562
19910628,-0.008654
19910701,0.018213
19910702,-0.001191
19910703,-0.010968
19910705,0.002009
19910708,0.010319
19910709,-0.004842
19910710,-0.000984
19910711,0.003274
19910712,0.008701
19910715,0.005628
19910716,-0.002223
19910717,-0.000944
19910718,0.010992
19910719,-0.002984
19910722,-0.003488
19910723,-0.009037
19910724,-0.002056
19910725,0.006127
19910726,-0.000079
19910729,0.005828
19910730,0.009239
19910731,0.002896
19910801,-0.001779
19910802,0.000155
19910805,-0.005475
19910806,0.014439
19910807,-0.000154
19910808,-0.003175
19910809,-0.005651
19910812,0.002325
19910813,0.004123
19910814,0.000719
19910815,-0.001462
19910816,-0.009632
19910819,-0.023627
19910820,0.007863
19910821,0.029413
19910822,0.001895
19910823,0.007257
19910826,-0.000812
19910827,-0.002006
19910828,0.009108
19910829,-0.000429
19910830,-0.002623
19910903,-0.008295
19910904,-0.005559
19910905,-0.002128
19910906,-0.000103
19910909,-0.001362
19910910,-0.010320
19910911,0.001378
19910912,0.005843
19910913,-0.009681
19910916,0.005709
19910917,-0.000726
19910918,0.003735
19910919,0.001602
19910920,0.000929
19910923,-0.005156
19910924,0.004638
19910925,-0.002141
19910926,-0.001008
19910927,-0.001527
19910930,0.005079
19911001,0.003455
19911002,-0.002415
19911003,-0.009762
19911004,-0.008401
19911007,-0.004564
19911008,0.003083
19911009,-0.010166
19911010,0.009952
19911011,0.002365
19911014,0.013160
19911015,0.011747
19911016,0.004578
19911017,-0.002240
19911018,0.001480
19911021,-0.006318
19911022,-0.005615
19911023,0.000284
19911024,-0.007398
19911025,-0.002259
19911028,0.013847
19911029,0.005032
19911030,0.003781
19911031,-0.001272
19911101,-0.002905
19911104,-0.002658
19911105,-0.004023
19911106,0.003241
19911107,0.009616
19911108,-0.002108
19911111,0.000585
19911112,0.009208
19911113,0.001689
19911114,-0.000654
19911115,-0.036586
19911118,0.006848
19911119,-0.015107
19911120,-0.002346
19911121,0.004042
19911122,-0.010314
19911125,-0.002127
19911126,0.006980
19911127,-0.003731
19911129,-0.003532
19911202,0.016470
19911203,-0.001154
19911204,-0.002336
19911205,-0.007051
19911206,0.004531
19911209,-0.002216
19911210,-0.000952
19911211,-0.000529
19911212,0.010193
19911213,0.007653
19911216,-0.000026
19911217,-0.004474
19911218,0.001933
19911219,-0.002503
19911220,0.011816
19911223,0.025269
19911224,0.006325
19911226,0.013798
19911227,0.004002
19911230,0.021355
19911231,0.004697
19920102,0.000408
19920103,0.004985
19920106,-0.003291
19920107,-0.001340
19920108,0.001677
19920109,-0.001172
19920110,-0.006010
19920113,-0.001831
19920114,0.014722
19920115,0.000785
19920116,-0.006084
19920117,0.001554
19920120,-0.005969
19920121,-0.008935
19920122,0.013305
19920123,-0.007581
19920124,0.001253
19920127,-0.001179
19920128,-0.000072
19920129,-0.011134
19920130,0.003144
19920131,-0.006899
19920203,0.001810
19920204,0.010549
19920205,-0.000024
19920206,-0.000048
19920207,-0.006597
19920210,0.006519
19920211,-0.000024
19920212,0.008145
19920213,-0.008247
19920214,-0.002925
19920218,-0.012364
19920219,0.002160
19920220,0.013815
19920221,-0.005895
19920224,0.001969
19920225,-0.004415
19920226,0.011938
19920227,-0.003587
19920228,-0.002803
19920302,-0.000606
19920303,0.000970
19920304,-0.008526
19920305,-0.006889
19920306,-0.005092
19920309,0.001904
19920310,0.004146
19920311,-0.007029
19920312,-0.000347
19920313,0.004828
19920316,0.001355
19920317,0.007850
19920318,-0.001050
19920319,0.001589
19920320,0.003660
19920323,-0.003380
19920324,-0.002513
19920325,-0.003326
19920326,0.000834
19920327,-0.010690
19920330,-0.001239
19920331,0.001712
19920401,0.001338
19920402,-0.009227
19920403,0.002622
19920406,0.010061
19920407,-0.018566
19920408,-0.008943
19920409,0.015564
19920410,0.009110
19920413,0.004428
19920414,0.015539
19920415,0.009433
19920416,-0.000553
19920420,-0.014157
19920421,0.000244
19920422,-0.001097
19920423,0.004368
19920424,-0.006268
19920427,-0.001394
19920428,0.001616
19920429,0.007113
19920430,0.007111
19920501,-0.005832
19920504,0.010617
19920505,-0.000168
19920506,-0.000120
19920507,-0.002255
19920508,0.000481
19920511,0.005865
19920512,-0.005257
19920513,0.000384
19920514,-0.007948
19920515,-0.007382
19920518,0.006633
19920519,0.008624
19920520,-0.002354
19920521,-0.006717
19920522,0.003442
19920526,-0.006304
19920527,0.001847
19920528,0.011088
19920529,-0.003335
19920601,0.004695
19920602,-0.009106
19920603,0.002636
19920604,-0.003208
19920605,0.000532
19920608,-0.000290
19920609,-0.007983
19920610,-0.006853
19920611,0.004420
19920612,0.001736
19920615,0.001293
19920616,-0.004801
19920617,-0.014841
19920618,-0.003232
19920619,0.006759
19920622,-0.000669
19920623,0.001587
19920624,-0.000520
19920625,-0.001758
19920626,0.000819
19920629,0.013608
19920630,-0.001956
19920701,0.011614
19920702,-0.002688
19920706,0.005027
19920707,-0.011309
19920708,0.002737
19920709,0.009603
19920710,0.000966
19920713,0.000603
19920714,0.006773
19920715,-0.001389
19920716,0.001055
19920717,-0.004598
19920720,-0.004499
19920721,0.000024
19920722,-0.006840
19920723,0.002799
19920724,-0.001165
19920727,-0.000146
19920728,0.014531
19920729,0.011281
19920730,0.004003
19920731,0.000684
19920803,0.002074
19920804,-0.001717
19920805,-0.005114
19920806,-0.003790
19920807,-0.004066
19920810,0.001289
19920811,-0.001240
19920812,-0.002674
19920813,-0.000120
19920814,0.005219
19920817,0.001977
19920818,0.001426
19920819,-0.007500
19920820,0.000191
19920821,-0.008153
19920824,-0.009955
19920825,0.002167
19920826,0.004616
19920827,0.000048
19920828,0.003168
19920831,-0.001953
19920901,0.004927
19920902,0.004591
19920903,0.000000
19920904,-0.002153
19920908,-0.006330
19920909,0.004633
19920910,0.008622
19920911,-0.000881
19920914,0.013561
19920915,-0.012933
19920916,0.000357
19920917,0.000024
19920918,0.007144
19920921,-0.001868
19920922,-0.011844
19920923,0.000719
19920924,0.002467
19920925,-0.009845
19920928,0.005478
19920929,0.000432
19920930,0.002399
19921001,-0.003614
19921002,-0.013981
19921005,-0.007065
19921006,-0.000957
19921007,-0.007196
19921008,0.008658
19921009,-0.012483
19921012,0.011871
19921013,0.004565
19921014,0.000171
19921015,0.000562
19921016,0.005200
19921019,0.007894
19921020,0.001205
19921021,0.000457
19921022,-0.001852
19921023,-0.001928
19921026,0.009804
19921027,0.000789
19921028,0.003919
19921029,0.001738
19921030,-0.005180
19921102,0.009721
19921103,-0.006694
19921104,-0.006692
19921105,0.002949
19921106,-0.001817
19921109,0.002419
19921110,0.000072
19921111,0.008552
19921112,0.001587
19921113,-0.001041
19921116,-0.004143
19921117,-0.003352
19921118,0.008539
19921119,0.001797
19921120,0.007176
19921123,-0.003586
19921124,0.005810
19921125,0.003742
19921127,0.002260
19921130,0.002766
19921201,-0.001321
19921202,-0.002066
19921203,0.000047
19921204,0.005001
19921207,0.007522
19921208,0.003859
19921209,-0.003066
19921210,-0.002318
19921211,-0.002094
19921214,-0.002052
19921215,-0.000624
19921216,-0.002427
19921217,0.009061
19921218,0.013435
19921221,-0.001314
19921222,-0.000885
19921223,-0.002907
19921224,0.001686
19921228,-0.001410
19921229,-0.002664
19921230,0.001918
19921231,-0.007087
19930104,-0.000757
19930105,-0.002389
19930106,0.000414
19930107,-0.008722
19930108,-0.003900
19930111,0.004428
19930112,0.000209
19930113,0.004617
19930114,0.006720
19930115,0.002776
19930118,-0.000709
19930119,-0.003914
19930120,-0.004045
19930121,0.004892
19930122,0.001424
19930125,0.008943
19930126,-0.000136
19930127,-0.004182
19930128,0.001255
19930129,0.000274
19930201,0.008524
19930202,0.000090
19930203,0.010484
19930204,0.005277
19930205,-0.001401
19930208,-0.002406
19930209,-0.005627
19930210,0.002021
19930211,0.003205
19930212,-0.006880
19930216,-0.024000
19930217,-0.001406
19930218,-0.003231
19930219,0.005372
19930222,0.002349
19930223,-0.001011
19930224,0.013960
19930225,0.003334
19930226,0.002351
19930301,-0.003090
19930302,0.013325
19930303,0.003036
19930304,-0.004274
19930305,-0.002750
19930308,0.019278
19930309,-0.000682
19930310,0.004247
19930311,-0.005720
19930312,-0.008574
19930315,0.003557
19930316,-0.000133
19930317,-0.006779
19930318,0.007986
19930319,-0.003784
19930322,-0.002888
19930323,-0.000267
19930324,-0.001538
19930325,0.006271
19930326,-0.006875
19930329,0.006677
19930330,0.002662
19930331,-0.000664
19930401,-0.003033
19930402,-0.019787
19930405,0.002039
19930406,-0.002555
19930407,0.003559
19930408,-0.002010
19930412,0.014779
19930413,0.001896
19930414,-0.001247
19930415,-0.000580
19930416,0.001204
19930419,-0.003297
19930420,-0.005274
19930421,-0.003303
19930422,-0.009400
19930423,-0.005530
19930426,-0.007986
19930427,0.010310
19930428,0.000023
19930429,0.001986
19930430,0.002962
19930503,0.005157
19930504,0.003594
19930505,0.001058
19930506,-0.002835
19930507,-0.002143
19930510,0.001108
19930511,0.003523
19930512,0.000990
19930513,-0.012522
19930514,0.000751
19930517,0.001843
19930518,-0.000114
19930519,0.016465
19930520,0.006748
19930521,-0.010542
19930524,0.004845
19930525,0.001897
19930526,0.010226
19930527,-0.002272
19930528,-0.004907
19930601,0.008085
19930602,0.000044
19930603,-0.002997
19930604,-0.005370
19930607,-0.005266
19930608,-0.006656
19930609,0.002406
19930610,-0.000897
19930611,0.004221
19930614,0.001006
19930615,-0.003216
19930616,0.002599
19930617,0.002481
19930618,-0.010835
19930621,0.005725
19930622,-0.000650
19930623,-0.006144
19930624,0.007739
19930625,0.002194
19930628,0.009495
19930629,-0.002567
19930630,-0.000355
19930701,-0.003352
19930702,-0.007082
19930706,-0.009891
19930707,0.003172
19930708,0.013120
19930709,-0.001137
19930712,0.001897
19930713,-0.001982
19930714,0.004441
19930715,-0.001911
19930716,-0.007725
19930719,0.000628
19930720,0.002870
19930721,-0.000291
19930722,-0.005971
19930723,0.005827
19930726,0.004451
19930727,-0.001893
19930728,-0.002342
19930729,0.006820
19930730,-0.004686
19930802,0.004508
19930803,-0.001955
19930804,-0.001625
19930805,-0.000914
19930806,0.001227
19930809,0.004547
19930810,-0.002818
19930811,0.002247
19930812,-0.003330
19930813,0.002628
19930816,0.004976
19930817,0.001658
19930818,0.006422
19930819,0.000855
19930820,-0.000592
19930823,-0.002039
19930824,0.009973
19930825,0.000783
19930826,0.001978
19930827,-0.001085
19930830,0.002953
19930831,0.003594
19930901,-0.000884
19930902,-0.003994
19930903,0.000087
19930907,-0.006113
19930908,-0.004078
19930909,0.001861
19930910,0.009224
19930913,0.000736
19930914,-0.004675
19930915,0.003696
19930916,-0.004701
19930917,-0.001306
19930920,-0.008238
19930921,-0.004615
19930922,0.007175
19930923,0.003376
19930924,-0.000240
19930927,0.009112
19930928,-0.000585
19930929,-0.003077
19930930,-0.002565
19931001,0.005142
19931004,0.000108
19931005,-0.000303
19931006,-0.000997
19931007,-0.003386
19931008,0.002461
19931011,0.001238
19931012,0.000521
19931013,0.000802
19931014,0.011571
19931015,0.005719
19931018,-0.002236
19931019,-0.004782
19931020,-0.000300
19931021,-0.001523
19931022,-0.004491
19931025,0.002007
19931026,0.000215
19931027,0.000668
19931028,0.006715
19931029,0.000214
19931101,0.002715
19931102,-0.001407
19931103,-0.011570
19931104,-0.011943
19931105,0.004547
19931108,0.001393
19931109,0.000261
19931110,0.007364
19931111,-0.002329
19931112,0.005944
19931115,-0.003524
19931116,0.006447
19931117,-0.004135
19931118,-0.002560
19931119,-0.002200
19931122,-0.007501
19931123,0.004138
19931124,0.002885
19931126,0.001514
19931129,-0.002505
19931130,-0.000238
19931201,0.000217
19931202,0.002641
19931203,0.003844
19931206,0.003313
19931207,0.000708
19931208,-0.001007
19931209,-0.004525
19931210,-0.000539
19931213,0.003815
19931214,-0.005669
19931215,-0.002635
19931216,0.003248
19931217,0.006561
19931220,-0.001136
19931221,-0.001181
19931222,0.004341
19931223,0.000128
19931227,0.006761
19931228,0.000850
19931229,-0.000764
19931230,-0.004123
19931231,-0.004673
19940103,-0.002165
19940104,0.003115
19940105,0.001414
19940106,-0.000920
19940107,0.005951
19940110,0.011428
19940111,-0.002399
19940112,0.000084
19940113,-0.003585
19940114,0.005164
19940117,-0.003390
19940118,0.002007
19940119,0.000105
19940120,0.001434
19940121,-0.000547
19940124,-0.005793
19940125,-0.002225
19940126,0.004842
19940127,0.008136
19940128,0.003459
19940131,0.006079
19940201,-0.004132
19940202,0.004962
19940203,-0.002676
19940204,-0.022675
19940207,0.004151
19940208,-0.001484
19940209,0.003630
19940210,-0.008122
19940211,0.002666
19940214,0.000106
19940215,0.004870
19940216,0.000571
19940217,-0.005182
19940218,-0.005634
19940222,0.008061
19940223,-0.001633
19940224,-0.013661
19940225,0.003899
19940228,0.002296
19940301,-0.005780
19940302,0.000797
19940303,-0.003873
19940304,0.003736
19940307,0.004669
19940308,-0.002206
19940309,0.002533
19940310,-0.006766
19940311,0.005475
19940314,0.002037
19940315,-0.000813
19940316,0.005160
19940317,0.003153
19940318,0.000340
19940321,-0.005350
19940322,0.000555
19940323,-0.000555
19940324,-0.008943
19940325,-0.008119
19940328,-0.001259
19940329,-0.016348
19940330,-0.015316
19940331,0.000494
19940404,-0.015367
19940405,0.021348
19940406,-0.000535
19940407,0.006316
19940408,-0.008384
19940411,0.006195
19940412,-0.005113
19940413,-0.002927
19940414,0.000269
19940415,-0.000448
19940418,-0.008337
19940419,0.000181
19940420,-0.001311
19940421,0.015318
19940422,-0.002451
19940425,0.011349
19940426,-0.001855
19940428,-0.006130
19940429,0.004030
19940502,0.004679
19940503,0.000022
19940504,-0.002892
19940505,-0.000753
19940506,-0.007887
19940509,-0.012282
19940510,0.008342
19940511,-0.010134
19940512,0.005119
19940513,0.000879
19940516,0.000788
19940517,0.010979
19940518,0.009613
19940519,0.006150
19940520,-0.003417
19940523,-0.003781
19940524,0.003553
19940525,0.003364
19940526,0.001578
19940527,0.000591
19940531,-0.001793
19940601,0.002453
19940602,0.000044
19940603,0.005419
19940606,-0.002717
19940607,-0.001460
19940608,-0.002510
19940609,0.001750
19940610,0.001769
19940613,0.000937
19940614,0.007123
19940615,-0.003806
19940616,0.002866
19940617,-0.007534
19940620,-0.006478
19940621,-0.009089
19940622,0.003877
19940623,-0.007636
19940624,-0.015190
19940627,0.010185
19940628,-0.002772
19940629,0.003497
19940630,-0.007506
19940701,0.004344
19940705,0.000381
19940706,-0.000538
19940707,0.005043
19940708,0.002609
19940711,-0.003314
19940712,-0.000246
19940713,0.001741
19940714,0.010429
19940715,0.001654
19940718,0.002334
19940719,-0.002988
19940720,-0.004980
19940721,0.002236
19940722,0.001105
19940725,0.002516
19940726,-0.001959
19940727,-0.001743
19940728,0.003690
19940729,0.008828
19940801,0.006023
19940802,-0.000976
19940803,0.001954
19940804,-0.006631
19940805,-0.002858
19940808,0.001750
19940809,0.000066
19940810,0.005197
19940811,-0.003085
19940812,0.006690
19940815,-0.001559
19940816,0.008195
19940817,0.000344
19940818,-0.004300
19940819,0.001101
19940822,-0.002955
19940823,0.004759
19940824,0.009731
19940825,-0.002025
19940826,0.012220
19940829,0.001667
19940830,0.003118
19940831,-0.001197
19940901,-0.004900
19940902,-0.004607
19940906,0.001847
19940907,-0.001844
19940908,0.004565
19940909,-0.010483
19940912,-0.004208
19940913,0.002810
19940914,0.002738
19940915,0.012820
19940916,-0.007624
19940919,-0.000722
19940920,-0.015907
19940921,-0.004100
19940922,-0.000412
19940923,-0.003469
19940926,0.002502
19940927,0.002669
19940928,0.005973
19940929,-0.005551
19940930,0.001038
19941003,-0.002096
19941004,-0.015485
19941005,-0.002354
19941006,-0.002558
19941007,0.006057
19941010,0.008657
19941011,0.014705
19941012,-0.000687
19941013,0.004984
19941014,0.002800
19941017,-0.000298
19941018,-0.002772
19941019,0.005602
19941020,-0.007294
19941021,-0.004198
19941024,-0.008733
19941025,0.001497
19941026,0.002362
19941027,0.007004
19941028,0.017001
19941031,-0.002997
19941101,-0.008320
19941102,-0.004078
19941103,0.003001
19941104,-0.012032
19941107,0.001687
19941108,0.005593
19941109,-0.000494
19941110,-0.002299
19941111,-0.004307
19941114,0.007981
19941115,-0.002167
19941116,0.001269
19941117,-0.004403
19941118,-0.004530
19941121,-0.006891
19941122,-0.017914
19941123,-0.000333
19941125,0.005245
19941128,0.004135
19941129,0.002224
19941130,-0.003252
19941201,-0.010514
19941202,0.009757
19941205,0.000066
19941206,-0.000485
19941207,-0.004149
19941208,-0.012809
19941209,0.003412
19941212,0.005593
19941213,0.001513
19941214,0.010708
19941215,0.000835
19941216,0.007577
19941219,-0.001940
19941220,-0.001769
19941221,0.005491
19941222,0.000152
19941223,0.000326
19941227,0.005741
19941228,-0.003481
19941229,0.000673
19941230,-0.004120
19950103,-0.000348
19950104,0.003485
19950105,-0.000803
19950106,0.000739
19950109,0.000326
19950110,0.001844
19950111,-0.000022
19950112,-0.000065
19950113,0.009380
19950116,0.007318
19950117,0.001427
19950118,-0.000723
19950119,-0.005876
19950120,-0.004647
19950123,0.002238
19950124,0.000086
19950125,0.003392
19950126,0.001883
19950127,0.004420
19950130,-0.003997
19950131,0.004077
19950201,-0.000043
19950202,0.005081
19950203,0.012395
19950206,0.005202
19950207,-0.000686
19950208,0.000790
19950209,-0.002078
19950210,0.002645
19950213,0.000395
19950214,0.001869
19950215,0.004124
19950216,0.001403
19950217,-0.006698
19950221,0.001556
19950222,0.004868
19950223,0.003793
19950224,0.002773
19950227,-0.009114
19950228,0.007400
19950301,-0.003570
19950302,-0.001071
19950303,0.000598
19950306,0.000433
19950307,-0.007228
19950308,0.002116
19950309,0.000041
19950310,0.013267
19950313,0.000980
19950314,0.005795
19950315,-0.002049
19950316,0.007177
19950317,0.000222
19950320,0.001251
19950321,-0.002157
19950322,0.001212
19950323,0.000565
19950324,0.010122
19950327,0.004451
19950328,0.001391
19950329,-0.001548
19950330,-0.001789
19950331,-0.003007
19950403,0.002277
19950404,0.006755
19950405,0.000653
19950406,0.001009
19950407,0.000672
19950410,0.001165
19950411,-0.002919
19950412,0.003244
19950413,0.004062
19950417,-0.006088
19950418,-0.001502
19950419,-0.000890
19950420,0.000733
19950421,0.006333
19950424,0.008653
19950425,-0.001540
19950426,0.001094
19950427,0.001736
19950428,0.002259
19950501,-0.000874
19950502,0.001167
19950503,0.010916
19950504,0.000115
19950505,-0.000807
19950508,0.007383
19950509,-0.000763
19950510,0.001528
19950511,0.000019
19950512,0.002250
19950515,0.004167
19950516,0.000853
19950517,-0.002120
19950518,-0.014211
19950519,-0.000751
19950522,0.008590
19950523,0.009434
19950524,0.000038
19950525,-0.000038
19950526,-0.009346
19950530,-0.000134
19950531,0.018755
19950601,0.000169
19950602,-0.001837
19950605,0.005803
19950606,-0.000093
19950607,-0.004519
19950608,-0.001463
19950609,-0.008284
19950612,0.005569
19950613,0.009739
19950614,0.000784
19950615,0.001212
19950616,0.005045
19950619,0.009985
19950620,-0.000440
19950621,-0.001835
19950622,0.013034
19950623,-0.002468
19950626,-0.010151
19950627,-0.003124
19950628,0.004240
19950629,-0.001579
19950630,0.001618
19950703,0.004296
19950705,0.000311
19950706,0.012298
19950707,0.004296
19950710,0.001474
19950711,-0.004325
19950712,0.011013
19950713,0.000196
19950714,-0.001979
19950717,0.005055
19950718,-0.007570
19950719,-0.013394
19950720,0.004646
19950721,0.000145
19950724,0.005437
19950725,0.008030
19950726,0.000909
19950727,0.006428
19950728,-0.004052
19950731,-0.001545
19950801,-0.004306
19950802,-0.001501
19950803,-0.000089
19950804,0.000340
19950807,0.001950
19950808,0.000643
19950809,-0.001213
19950810,-0.004038
19950811,-0.004198
19950814,0.008341
19950815,-0.002090
19950816,0.002506
19950817,-0.001661
19950818,0.000304
19950821,-0.001967
19950822,0.002526
19950823,-0.004254
19950824,0.000574
19950825,0.004736
19950828,-0.001875
19950829,0.001699
19950830,0.001643
19950831,0.001711
19950901,0.003488
19950905,0.009453
19950906,0.001757
19950907,0.000210
19950908,0.004191
19950911,0.002148
19950912,0.004530
19950913,0.003920
19950914,0.008363
19950915,-0.000446
19950918,-0.000994
19950919,0.002454
19950920,0.004399
19950921,-0.006425
19950922,-0.002178
19950925,0.000138
19950926,-0.000688
19950927,-0.000636
19950928,0.008313
19950929,-0.002492
19951002,-0.004603
19951003,0.001066
19951004,-0.001494
19951005,0.001995
19951006,-0.000240
19951009,-0.007073
19951010,-0.001470
19951011,0.003359
19951012,0.006282
19951013,0.002401
19951016,-0.002515
19951017,0.006432
19951018,0.001125
19951019,0.005464
19951020,-0.005401
19951023,-0.004085
19951024,0.002564
19951025,-0.006973
19951026,-0.009872
19951027,0.005167
19951030,0.006124
19951031,-0.003000
19951101,0.004678
19951102,0.009414
19951103,0.001441
19951106,-0.003573
19951107,-0.003637
19951108,0.009193
19951109,0.002620
19951110,-0.000910
19951113,-0.000709
19951114,-0.005082
19951115,0.007925
19951116,0.005691
19951117,0.004570
19951120,-0.005366
19951121,0.005680
19951122,-0.003065
19951124,0.002624
19951127,0.002250
19951128,0.008531
19951129,0.001962
19951130,-0.003736
19951201,0.002660
19951204,0.011038
19951205,0.006518
19951206,0.004047
19951207,-0.006466
19951208,0.002126
19951211,0.003304
19951212,-0.001194
19951213,0.004703
19951214,-0.007673
19951215,-0.000940
19951218,-0.015462
19951219,0.008438
19951220,-0.009789
19951221,0.007509
19951222,0.002392
19951226,0.003840
19951227,0.000374
19951228,-0.000667
19951229,0.002947
19960102,0.007793
19960103,0.000950
19960104,-0.005826
19960105,-0.001587
19960108,0.002821
19960109,-0.014568
19960110,-0.018000
19960111,0.007034
19960112,-0.001460
19960115,-0.003307
19960116,0.014371
19960117,-0.003402
19960118,0.003084
19960119,0.005902
19960122,0.002566
19960123,-0.000994
19960124,0.011701
19960125,-0.004726
19960126,0.007439
19960129,0.004183
19960130,0.009500
19960131,0.009315
19960201,0.003836
19960202,-0.004088
19960205,0.008776
19960206,0.007639
19960207,0.005570
19960208,0.009447
19960209,0.000457
19960212,0.007740
19960213,-0.001421
19960214,-0.007464
19960215,-0.006498
19960216,-0.005128
19960220,-0.011312
19960221,0.011629
19960222,0.016602
19960223,0.000334
19960226,-0.013079
19960227,-0.004950
19960228,-0.003847
19960229,-0.006700
19960301,0.006152
19960304,0.009994
19960305,0.007652
19960306,-0.005779
19960307,0.002531
19960308,-0.030827
19960311,0.010292
19960312,-0.004578
19960313,0.002292
19960314,0.003633
19960315,0.000874
19960318,0.017492
19960319,-0.001471
19960320,-0.002624
19960321,-0.001215
19960322,0.002203
19960325,-0.000891
19960326,0.004507
19960327,-0.006218
19960328,0.000046
19960329,-0.005301
19960401,0.012750
19960402,0.002340
19960403,0.000946
19960404,-0.000030
19960408,-0.017717
19960409,-0.003182
19960410,-0.013532
19960411,-0.003662
19960412,0.008761
19960415,0.009078
19960416,0.003907
19960417,-0.005256
19960418,0.003117
19960419,0.002268
19960422,0.004372
19960423,0.005695
19960424,-0.002164
19960425,0.004153
19960426,0.000904
19960429,0.001071
19960430,0.000015
19960501,0.000627
19960502,-0.017110
19960503,-0.002720
19960506,-0.001278
19960507,-0.003979
19960508,0.010200
19960509,0.001039
19960510,0.010303
19960513,0.014446
19960514,0.006183
19960515,-0.000270
19960516,-0.000857
19960517,0.006107
19960520,0.006339
19960521,-0.000579
19960522,0.008413
19960523,-0.003567
19960524,0.003713
19960528,-0.009256
19960529,-0.006397
19960530,0.005644
19960531,-0.003841
19960603,-0.002152
19960604,0.007309
19960605,0.008743
19960606,-0.007974
19960607,0.000416
19960610,-0.001708
19960611,-0.001770
19960612,-0.002876
19960613,-0.001674
19960614,-0.003099
19960617,-0.001036
19960618,-0.004661
19960619,-0.000151
19960620,0.000211
19960621,0.007159
19960624,0.003014
19960625,-0.000553
19960626,-0.006118
19960627,0.006261
19960628,0.003111
19960701,0.007828
19960702,-0.003359
19960703,-0.001796
19960705,-0.022249
19960708,-0.007453
19960709,0.003387
19960710,0.002001
19960711,-0.015837
19960712,0.000805
19960715,-0.025364
19960716,-0.002271
19960717,0.009071
19960718,0.014967
19960719,-0.007505
19960722,-0.007765
19960723,-0.010887
19960724,-0.000351
19960725,0.007213
19960726,0.007494
19960729,-0.007847
19960730,0.006895
19960731,0.007383
19960801,0.015736
19960802,0.019184
19960805,-0.003411
19960806,0.003256
19960807,0.002687
19960808,-0.002364
19960809,-0.000740
19960812,0.005543
19960813,-0.008366
19960814,0.002802
19960815,0.000347
19960816,0.004424
19960819,0.002060
19960820,-0.001335
19960821,-0.000931
19960822,0.008435
19960823,-0.005442
19960826,-0.004722
19960827,0.003796
19960828,-0.002386
19960829,-0.011146
19960830,-0.008229
19960903,0.004187
19960904,0.001359
19960905,-0.009411
19960906,0.009608
